joueur,equipe,equipe_periode,poste,age,valeur_marchande,contrat,minutes,pays_naissance,passeport,pied,taille,poids,prete,actions_def_90,duels_def_90,duels_def_pct,duels_aeriens_90,duels_aeriens_pct,tacles_padj,tirs_contres_90,interceptions_padj,fautes_90,xg_90,tirs_90,tirs_cible_pct,dribbles_90,dribbles_pct,duels_off_90,courses_prog_90,accelerations_90,fautes_subies_90,passes_90,passes_pct,passes_avant_90,passes_avant_pct,passes_longues_90,passes_longues_pct,xa_90,secondes_pd_90,passes_judicieuses_90,passes_quasi_pd_90,passes_tiers_adv_90,passes_tiers_adv_pct,passes_surface_90,passes_surface_pct,passes_penetrantes_90,passes_prog_90,passes_prog_pct,ligue,equipe_norm,score_bloc,score_pressing,score_avec_ballon,score_transition_off,label_bloc,label_pressing,label_avec_ballon,label_transition_off,actions_def_90_adj,duels_def_90_adj,tacles_padj_adj,interceptions_padj_adj,tirs_contres_90_adj,passes_90_adj,passes_pct_adj,passes_prog_90_adj,passes_avant_90_adj,passes_tiers_adv_90_adj,courses_prog_90_adj,accelerations_90_adj,dribbles_90_adj,actions_def_90_adj_pct,duels_def_90_adj_pct,tacles_padj_adj_pct,interceptions_padj_adj_pct,tirs_contres_90_adj_pct,passes_90_adj_pct,passes_pct_adj_pct,passes_prog_90_adj_pct,passes_avant_90_adj_pct,passes_tiers_adv_90_adj_pct,courses_prog_90_adj_pct,accelerations_90_adj_pct,dribbles_90_adj_pct,xg_90_pct,xa_90_pct,secondes_pd_90_pct,passes_quasi_pd_90_pct,passes_surface_90_pct,passes_penetrantes_90_pct,passes_judicieuses_90_pct,duels_def_pct_pct,duels_aeriens_pct_pct,score_mc_recuperateur,score_mc_mdef,score_mc_relanceur,score_mc_boxtbox,score_mc_interieur,score_mc_offensif,impact_contexte,niveau_fiabilite
Jesús Bernal,Sporting Gijón,Sporting Gijón,"RDMF, LDMF",29.0,1200000,2027-06-30,476,Spain,Spain,droite,182,76,non,9.26,4.73,56.0,2.84,46.67,0.47,0.57,7.67,0.38,0.01,0.38,0.0,0.38,50.0,0.57,0.57,0.0,0.0,50.29,83.83,19.47,75.73,4.16,45.45,0.02,0.0,0.19,0.19,8.32,70.45,1.89,40.0,0.57,7.37,69.23,Liga_seg,sporting gijon,39.78260869565217,26.25,49.77272727272727,51.36363636363636,Bloc médian,Bloc passif,Équilibré,Mixte,10.266156874999998,5.2439440625,0.5210684374999999,8.5033934375,0.6319340624999998,50.35842141528926,83.94405383264463,7.3800271590909094,19.49648965909091,8.331319669421488,0.565399958677686,0.0,0.376933305785124,93.34862385321101,33.25688073394495,68.13417190775681,94.9685534591195,94.72477064220183,86.92660550458714,53.21100917431193,86.92660550458714,97.24770642201835,92.20183486238533,29.128440366972473,21.444954128440365,18.34862385321101,13.876146788990825,38.99082568807339,31.76605504587156,58.142201834862384,78.6697247706422,77.06422018348624,80.27522935779817,31.19266055045872,55.5045871559633,76.12134566191602,72.47055613255631,74.72184820209314,63.474018480509734,61.394686544342505,55.18212101354303,0.055008393595041276,faible_echantillon
M. Gueye,Racing Santander,Racing Santander,"RDMF, RCMF",23.0,1000000,2029-06-30,1311,Senegal,Senegal,gauche,188,76,non,6.32,5.7,56.63,3.16,54.35,0.3,0.27,4.26,1.85,0.07,0.89,23.08,0.89,53.85,4.12,0.76,0.07,1.24,38.92,87.65,10.37,77.48,2.27,48.48,0.01,0.07,0.07,0.07,4.87,73.24,0.89,46.15,0.27,3.57,69.23,Liga_seg,racing santander,22.611218568665375,35.0,77.04545454545453,88.18181818181819,Bloc bas,Pressing modéré,Possession,Contre-attaque,6.80348,6.13605,0.32295,4.58589,0.290655,34.312442933884306,77.2735257747934,3.147364369834711,9.142344121900827,4.293463440082645,0.6523689256198347,0.06008661157024794,0.763958347107438,37.61467889908257,54.357798165137616,51.57232704402516,47.58909853249476,65.13761467889908,32.798165137614674,21.100917431192663,11.009174311926607,25.229357798165136,32.3394495412844,34.174311926605505,49.54128440366973,41.05504587155963,60.09174311926605,28.09633027522936,76.72018348623854,34.288990825688074,34.63302752293578,48.73853211009174,53.096330275229356,35.091743119266056,75.0,46.39170176754563,48.72814128825034,35.71137838610143,40.63339020912156,36.194189602446485,40.81558540847533,-0.02094266528925613,rotation
Sergio Álvarez,Eibar,Eibar,"RDMF, RCMF, LDMF",34.0,1000000,2026-06-30,2145,Spain,Spain,droite,183,73,non,12.08,9.52,69.6,4.03,39.58,1.1,0.59,5.69,1.22,0.02,0.13,33.33,0.25,16.67,2.56,0.71,0.0,0.67,46.03,87.69,14.18,76.92,3.52,58.33,0.02,0.0,0.0,0.13,7.09,74.56,1.09,53.85,0.25,6.13,72.6,Liga_seg,eibar,28.539493293591658,46.93181818181819,52.5,32.72727272727273,Bloc bas,Pressing modéré,Équilibré,Jeu placé,12.29555873966942,9.68987741735537,1.1196286931818182,5.791533876549587,0.600528117252066,45.35681125,86.40753375,6.04034875,13.9726175,6.98630875,0.7708722314049588,0.0,0.2714338842975207,99.31192660550458,96.3302752293578,90.35639412997904,74.42348008385744,93.11926605504587,75.68807339449542,62.15596330275229,67.43119266055045,73.85321100917432,77.29357798165137,43.57798165137615,21.444954128440365,11.926605504587156,21.674311926605505,38.99082568807339,31.76605504587156,45.52752293577982,44.72477064220183,45.412844036697244,22.477064220183486,91.5137614678899,38.99082568807339,84.32991460388898,85.35945704229415,66.29712550590601,60.88701088882843,45.56632262996941,42.638979903888156,0.0016096332644627864,titulaire
Sergio Ortu,Cádiz,Cádiz,"LCMF, LDMF, RDMF",27.0,1000000,2028-06-30,2263,Spain,Spain,droite,178,72,non,6.84,5.61,51.06,1.59,40.0,0.24,0.28,4.63,1.23,0.05,0.48,66.67,0.12,33.33,1.23,0.28,0.08,0.48,45.22,87.25,16.82,82.27,2.35,54.24,0.09,0.08,0.08,0.2,7.0,81.25,1.47,45.95,0.16,8.11,77.45,Liga_seg,cadiz,35.0,49.31818181818183,36.36363636363636,29.545454545454543,Bloc médian,Pressing modéré,Équilibré,Jeu placé,6.86779103305785,5.6327935227272725,0.2409751239669421,4.648811766528925,0.28113764462809915,48.41529752066116,93.41518595041323,8.683061983471074,18.008520661157025,7.494628099173554,0.3073347107438017,0.0878099173553719,0.13171487603305784,38.30275229357798,42.88990825688073,41.92872117400419,49.47589098532495,63.30275229357798,83.02752293577981,84.17431192660551,94.72477064220183,94.03669724770643,83.71559633027523,13.761467889908257,55.96330275229357,7.568807339449542,47.706422018348626,82.56880733944955,80.38990825688074,59.63302752293578,63.30275229357798,31.536697247706424,55.38990825688074,16.28440366972477,41.169724770642205,53.47738577789318,49.0256615073183,72.81952000406649,57.70271272781226,60.17469418960245,60.17829838357361,0.037362086776859454,titulaire
Íñigo Sainz-Maza,Racing Santander,Racing Santander,"RDMF, RCMF, LDMF",27.0,1000000,2028-06-30,495,Spain,Spain,droite,181,71,non,8.18,8.18,60.0,0.55,100.0,0.0,0.18,5.05,0.91,0.0,0.18,0.0,0.36,0.0,5.27,0.91,0.0,1.82,31.27,84.3,8.91,65.31,2.18,25.0,0.03,0.18,0.18,0.18,2.73,66.67,0.18,0.0,0.36,4.36,58.33,Liga_seg,racing santander,22.611218568665375,35.0,77.04545454545453,88.18181818181819,Bloc bas,Pressing modéré,Possession,Contre-attaque,8.805769999999999,8.805769999999999,0.0,5.436325,0.19377,27.56809071280992,74.3201166322314,3.8438399586776866,7.8551867045454555,2.4068080475206615,0.7811259504132232,0.0,0.3090168595041322,77.06422018348624,93.80733944954129,14.360587002096437,68.34381551362684,48.39449541284404,9.403669724770642,10.091743119266056,19.495412844036696,12.844036697247708,5.045871559633028,44.15137614678899,21.444954128440365,13.073394495412844,5.5045871559633035,48.73853211009174,94.95412844036697,56.65137614678899,6.307339449541284,58.48623853211009,78.55504587155964,49.65596330275229,99.08256880733946,52.62930767122498,57.40266177658531,30.807029311638104,36.75278402861924,38.961391437308876,35.525611620795104,-0.05342355371900822,faible_echantillon
Miguel Atienza,Burgos,Burgos,"LCMF, RCMF, LDMF",26.0,1000000,2026-06-30,2878,Spain,Spain,droite,186,77,non,10.38,5.72,63.39,4.66,55.03,0.98,0.47,7.88,1.09,0.07,0.41,30.77,0.28,22.22,2.38,0.59,0.0,1.06,37.59,86.19,12.26,72.96,3.94,62.7,0.0,0.03,0.03,0.0,4.82,75.97,0.44,50.0,0.09,5.66,66.85,Liga_seg,burgos,41.187384044526894,80.0,34.54545454545455,24.545454545454543,Bloc médian,Pressing intensif,Équilibré,Jeu placé,9.07212,4.99928,0.85652,6.8871199999999995,0.41078,40.53693173553719,92.94701107438016,6.103725289256198,13.22114347107438,5.1978720661157025,0.6571722314049587,0.0,0.31187834710743806,79.58715596330275,25.229357798165136,84.48637316561845,87.0020964360587,79.12844036697247,56.65137614678899,82.33944954128441,68.80733944954129,66.5137614678899,47.018348623853214,34.862385321100916,21.444954128440365,13.302752293577983,60.09174311926605,11.238532110091743,63.99082568807339,14.678899082568808,12.385321100917432,22.362385321100916,45.298165137614674,68.57798165137615,77.29357798165137,70.98758486719366,73.47698728675016,57.77959120870667,51.819233907861225,35.6177370030581,38.782219309742246,-0.023801652892562038,titulaire
Àlex Corredera,Sporting Gijón,Sporting Gijón,"LDMF, AMF, LCMF",30.0,1000000,2028-06-30,2701,Spain,Spain,gauche,178,72,non,7.93,6.4,67.71,1.57,19.15,0.53,0.27,3.86,0.83,0.03,0.8,29.17,0.63,47.37,4.03,1.17,0.1,0.8,41.52,87.96,13.0,80.26,2.83,68.24,0.1,0.07,0.07,0.2,6.06,79.67,1.77,62.26,0.43,6.16,81.08,Liga_seg,sporting gijon,39.78260869565217,26.25,49.77272727272727,51.36363636363636,Bloc médian,Bloc passif,Équilibré,Mixte,8.7916440625,7.0954,0.5875878125,4.279413125,0.2993371875,41.57648950413223,88.07967285123966,6.168380909090909,13.017686983471075,6.0682448553719,1.1605578099173555,0.09919297520661158,0.6249157438016529,76.60550458715596,75.45871559633028,73.16561844863732,39.83228511530398,66.05504587155964,61.23853211009175,69.26605504587155,71.10091743119266,64.22018348623854,64.90825688073394,64.22018348623854,58.02752293577982,31.19266055045872,31.536697247706424,85.3211009174312,76.72018348623854,59.63302752293578,75.22935779816514,64.79357798165137,53.096330275229356,88.07339449541286,9.403669724770642,64.66084737368493,64.9804384724867,65.56578770219068,62.69271825053373,62.928899082568805,61.83486238532111,0.055008393595041304,titulaire
Gui Guedes,Almería,Almería,"LDMF, LCMF, RDMF",23.0,900000,2028-06-30,1337,Portugal,Portugal,droite,183,73,non,6.26,6.53,50.52,2.42,52.78,0.3,0.34,4.05,1.62,0.02,0.27,25.0,1.21,55.56,5.12,1.14,0.34,1.68,34.2,90.75,7.74,83.48,1.28,63.16,0.01,0.0,0.0,0.07,3.64,85.19,0.88,53.85,0.0,3.1,82.61,Liga_seg,almeria,40.9090909090909,41.81818181818182,59.54545454545454,81.81818181818181,Bloc médian,Pressing modéré,Équilibré,Contre-attaque,6.5421656198347105,6.824335702479339,0.3135223140495868,4.232551239669421,0.3553252892561984,32.42824214876033,86.048625,2.9394020661157025,7.339023223140496,3.4514269421487604,0.9916115702479339,0.2957438016528926,1.0525,30.504587155963304,70.41284403669725,50.314465408805034,37.9454926624738,73.39449541284404,25.229357798165136,60.77981651376147,8.715596330275229,9.403669724770642,14.678899082568808,57.56880733944955,84.40366972477065,57.798165137614674,21.674311926605505,28.09633027522936,31.76605504587156,34.288990825688074,34.059633027522935,9.747706422018348,22.477064220183486,15.825688073394495,72.47706422018348,45.647815571326916,52.22494133825708,30.07561457448942,41.40394173940997,32.27274464831804,33.56705985146352,-0.0033657024793388186,rotation
Óscar Sielva,Huesca,Huesca,"RCMF, RDMF, LCMF",34.0,900000,2029-06-30,2273,Spain,Spain,droite,178,78,non,6.77,3.48,67.05,2.38,58.33,0.1,0.32,5.73,0.71,0.11,0.83,23.81,0.36,66.67,2.1,0.16,0.0,1.19,35.75,85.71,12.95,74.62,3.13,65.82,0.11,0.0,0.0,0.04,5.9,75.84,0.99,44.0,0.44,6.14,79.35,Liga_seg,huesca,49.22077922077923,36.24999999999999,28.636363636363633,22.727272727272727,Bloc médian,Pressing modéré,Jeu direct,Jeu placé,7.2517278124999995,3.7276237500000002,0.107115625,6.137725312500001,0.34277,39.353511363636365,94.34935549586777,6.758896776859504,14.255327892561983,6.494705371900827,0.1790413223140496,0.0,0.40284297520661155,45.642201834862384,6.8807339449541285,33.542976939203356,79.03563941299791,71.55963302752293,52.981651376146786,86.69724770642202,79.12844036697247,75.91743119266054,71.55963302752293,7.568807339449542,21.444954128440365,19.495412844036696,80.96330275229357,87.38532110091744,31.76605504587156,29.931192660550458,40.137614678899084,66.1697247706422,22.477064220183486,86.46788990825688,83.71559633027523,58.64568908314581,57.397261410189834,62.57309878252842,49.66297386186602,50.956422018348626,49.741972477064216,0.08597688533057854,titulaire
Riki Rodríguez,Deportivo La Coruña,Deportivo La Coruña,"RCMF, RDMF",28.0,900000,2029-06-30,1745,Spain,Spain,droite,175,70,non,5.78,3.51,58.82,1.44,28.57,0.32,0.46,4.35,0.83,0.09,1.03,20.0,1.39,59.26,4.23,1.13,0.21,1.13,37.13,88.61,9.18,80.9,2.48,66.67,0.03,0.0,0.1,0.1,4.38,82.35,0.83,81.25,0.15,4.38,74.12,Liga_seg,deportivo la coruna,19.324009324009324,22.045454545454543,68.18181818181819,86.36363636363637,Bloc bas,Bloc passif,Possession,Contre-attaque,6.478454483471074,3.9341479648760327,0.3586687603305785,4.875653460743801,0.5155863429752066,33.8159173553719,80.70100826446281,3.9890578512396693,8.360628099173553,3.9890578512396693,0.9731074380165288,0.18084297520661155,1.1970082644628097,28.6697247706422,8.486238532110093,55.34591194968554,56.81341719077568,89.22018348623854,30.275229357798167,38.99082568807339,22.24770642201835,16.055045871559635,26.605504587155966,55.96330275229357,72.01834862385321,66.05504587155964,72.24770642201835,48.73853211009174,31.76605504587156,39.10550458715596,30.619266055045873,29.128440366972473,59.518348623853214,43.34862385321101,17.087155963302752,42.7512303338911,46.05404994422326,35.412159535212155,44.187620036763185,43.04759174311927,44.08994102228047,0.015791838842975185,rotation
Y. Bodiger,Ceuta,Ceuta,"DMF, RCMF, LCMF",31.0,800000,2026-06-30,1381,France,France,gauche,188,80,non,8.86,6.32,56.7,3.26,56.0,0.68,0.33,7.23,1.3,0.07,1.11,17.65,1.17,50.0,4.43,1.04,0.13,0.85,46.66,86.03,16.81,79.46,3.0,47.83,0.03,0.07,0.0,0.13,4.82,71.62,0.85,38.46,0.26,6.13,61.7,Liga_seg,ceuta,56.93181818181817,71.81818181818181,56.36363636363637,37.27272727272727,Bloc médian,Pressing intensif,Équilibré,Mixte,7.953204628099174,5.673166280991737,0.6104039669421488,6.490030413223142,0.29622545454545457,44.99180859504132,82.95424975206612,5.910839834710743,16.20900776859504,4.647675041322314,1.1093104132231404,0.13866380165289255,1.2479742148760329,63.53211009174312,43.57798165137615,74.84276729559748,82.59958071278825,65.82568807339449,74.31192660550458,49.77064220183486,63.76146788990825,87.8440366972477,37.15596330275229,62.38532110091744,66.5137614678899,67.20183486238533,60.09174311926605,48.73853211009174,76.72018348623854,45.52752293577982,31.65137614678899,46.903669724770644,22.477064220183486,35.55045871559633,79.47247706422019,64.12915140018849,63.20001670898006,59.489043854804635,61.155584130830796,52.299885321100916,54.80996068152032,-0.06904958677685948,rotation
Alberto del Moral,Córdoba,Córdoba,"DMF, RDMF",25.0,800000,2027-06-30,473,Spain,Spain,droite,185,78,oui,7.61,6.47,50.0,5.52,48.28,0.99,0.57,6.59,1.52,0.02,0.38,0.0,0.38,50.0,4.0,1.71,0.19,2.09,40.72,84.58,17.51,75.0,3.81,50.0,0.0,0.0,0.0,0.0,9.13,72.92,0.76,25.0,0.19,7.04,72.97,Liga_seg,cordoba,33.56775300171526,66.02272727272727,79.54545454545455,71.81818181818181,Bloc médian,Pressing intensif,Possession,Contre-attaque,6.995624181301654,5.9476594550619835,0.9100746306818183,6.057971531508265,0.5239823631198347,35.63420661157025,74.01623760330578,6.160727272727272,15.323058884297522,7.989693181818183,1.534986446280992,0.1705540495867769,0.3411080991735538,39.908256880733944,49.08256880733945,85.74423480083857,77.56813417190776,89.6788990825688,37.61467889908257,9.63302752293578,70.87155963302753,83.02752293577981,88.30275229357798,79.58715596330275,70.64220183486239,15.825688073394495,21.674311926605505,11.238532110091743,31.76605504587156,14.678899082568808,25.344036697247706,35.435779816513765,22.477064220183486,13.646788990825687,59.174311926605505,61.84652801819476,58.07149099397996,51.32640039455862,53.60236817593577,38.91609327217126,38.31968108344255,-0.10281469524793385,faible_echantillon
Nacho Martín,Sporting Gijón,Sporting Gijón,"LDMF, RDMF, LCMF",23.0,700000,2029-06-30,1877,Spain,Spain,droite,175,69,non,7.14,5.8,57.85,2.3,39.58,0.24,0.34,4.45,1.34,0.01,0.38,25.0,0.34,42.86,1.63,0.38,0.0,0.24,38.36,87.38,10.88,74.01,2.83,57.63,0.01,0.1,0.24,0.0,5.18,76.85,0.77,43.75,0.34,5.08,83.02,Liga_seg,sporting gijon,39.78260869565217,26.25,49.77272727272727,51.36363636363636,Bloc médian,Bloc passif,Équilibré,Mixte,7.915805624999999,6.4302062499999995,0.26607749999999997,4.9335203125,0.376943125,38.41219020661157,87.49888373966942,5.08691152892562,10.8948026446281,5.187047582644628,0.376933305785124,0.0,0.3372561157024794,63.07339449541285,62.38532110091744,45.28301886792453,58.490566037735846,75.91743119266054,46.788990825688074,66.74311926605505,46.788990825688074,40.137614678899084,46.788990825688074,17.660550458715598,21.444954128440365,14.678899082568808,13.876146788990825,28.09633027522936,85.43577981651376,14.678899082568808,26.605504587155966,56.42201834862385,85.77981651376146,39.908256880733944,38.99082568807339,57.07449800934742,59.96189631296521,50.506611810381074,45.61217306725356,41.54262232415902,40.375436871996506,0.05500839359504132,rotation
Sergio Molina,FC Andorra,FC Andorra,"DMF, LCB, LDMF",30.0,700000,2028-06-30,2757,Spain,Spain,droite,178,70,non,8.23,5.75,61.93,2.02,48.39,0.11,0.46,7.78,0.85,0.03,0.69,33.33,0.46,64.29,1.53,1.21,0.1,0.78,55.89,90.65,17.46,83.36,3.56,63.3,0.04,0.0,0.03,0.16,6.76,79.23,0.72,50.0,0.42,8.1,79.03,Liga_seg,fc andorra,53.062200956937794,65.79545454545455,93.63636363636364,46.36363636363636,Bloc médian,Pressing modéré,Possession,Mixte,7.573221769111571,5.291133070764463,0.10122167613636364,7.159133094008265,0.42329064566115704,47.64229884297521,77.27275702479339,6.904680991735537,14.883423471074382,5.762425123966942,1.23544,0.10210247933884298,0.4696714049586777,54.12844036697248,34.403669724770644,32.70440251572327,89.30817610062893,80.5045871559633,81.42201834862385,20.871559633027523,81.42201834862385,81.19266055045871,58.02752293577982,67.20183486238533,58.256880733944946,22.706422018348622,31.536697247706424,57.22477064220184,31.76605504587156,53.21100917431193,23.279816513761467,63.646788990825684,45.298165137614674,60.77981651376147,59.518348623853214,60.8660510789914,55.85676136691477,58.09216762696077,55.45858783187847,56.67641437308869,50.06443861948449,-0.11368659607438014,titulaire
Iván Morante,Burgos,Burgos,"RCMF, LCMF, RDMF",25.0,700000,2026-06-30,2676,Spain,Spain,gauche,183,75,non,7.53,5.99,53.93,1.61,39.58,0.6,0.24,4.91,1.01,0.04,1.04,29.03,0.64,31.58,3.03,0.61,0.1,0.91,41.94,88.05,15.44,80.39,4.91,69.18,0.07,0.03,0.1,0.37,6.69,81.41,1.28,55.26,0.37,7.94,78.39,Liga_seg,burgos,41.187384044526894,80.0,34.54545454545455,24.545454545454543,Bloc médian,Pressing intensif,Équilibré,Jeu placé,6.58122,5.23526,0.5244,4.29134,0.20976,45.22795735537189,94.95282892561983,8.562469752066116,16.650444958677685,7.2144738842975205,0.6794492561983472,0.11138512396694217,0.7128647933884298,32.3394495412844,32.3394495412844,68.55345911949685,40.25157232704403,51.60550458715596,75.22935779816514,88.76146788990825,94.4954128440367,88.9908256880734,80.04587155963303,36.46788990825688,60.321100917431195,36.69724770642202,40.022935779816514,73.85321100917432,63.99082568807339,83.37155963302753,53.899082568807344,59.28899082568807,59.518348623853214,23.165137614678898,38.99082568807339,50.99206263343142,47.2690806935549,71.52913441644617,60.454252083384844,69.05447247706422,64.37090432503277,-0.023801652892561996,titulaire
Lander Olaetxea,Eibar,Eibar,"LDMF, LCMF, RCMF",32.0,600000,2027-06-30,1356,Spain,Spain,droite,179,75,non,9.23,8.63,59.23,4.05,45.9,0.58,0.66,4.6,2.19,0.07,0.46,28.57,0.13,100.0,1.99,0.4,0.0,1.0,41.35,88.12,14.67,76.92,2.46,48.65,0.03,0.07,0.07,0.2,4.71,80.28,0.53,37.5,0.07,6.31,70.53,Liga_seg,eibar,28.539493293591658,46.93181818181819,52.5,32.72727272727273,Bloc bas,Pressing modéré,Équilibré,Jeu placé,9.394702580061983,8.78399602014463,0.5903496745867768,4.682083626033057,0.6717772159090909,40.745256250000004,86.83124500000001,6.21771625,14.45545125,4.64111625,0.43429421487603315,0.0,0.14114561983471077,84.63302752293578,93.34862385321101,73.37526205450735,50.10482180293501,95.87155963302753,57.3394495412844,63.53211009174312,72.01834862385321,77.06422018348624,36.69724770642202,20.642201834862387,21.444954128440365,8.027522935779817,60.09174311926605,48.73853211009174,76.72018348623854,59.63302752293578,15.481651376146788,21.100917431192663,53.096330275229356,44.4954128440367,54.357798165137616,73.4325798665205,75.46640172715558,61.58435407513649,55.14755557753653,44.561162079510694,44.98416339012669,0.0016096332644627816,rotation
Antonio Pacheco,Albacete,Albacete,"LCMF, RCMF",24.0,600000,2028-06-30,1545,Spain,Spain,droite,184,77,non,8.74,6.06,69.23,1.86,50.0,0.56,0.35,4.86,0.82,0.02,0.41,14.29,0.82,57.14,3.26,0.35,0.0,0.52,31.11,89.33,10.25,82.39,1.57,66.67,0.03,0.06,0.17,0.12,3.61,88.71,0.76,38.46,0.23,4.49,80.52,Liga_seg,albacete,31.604278074866315,49.77272727272727,15.227272727272728,75.45454545454545,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,8.751891095041323,6.0682448553719,0.5607619008264464,4.866612210743802,0.3504761880165289,35.34369176652893,101.48672405991736,5.101034266528926,11.644900051652893,4.101276993801653,0.31015206611570245,0.0,0.7266419834710743,75.91743119266054,52.752293577981646,71.0691823899371,55.9748427672956,72.24770642201835,36.00917431192661,98.62385321100918,47.706422018348626,49.31192660550459,29.128440366972473,13.990825688073393,21.444954128440365,38.07339449541284,21.674311926605505,48.73853211009174,73.85321100917432,42.54587155963303,25.344036697247706,42.43119266055046,76.94954128440367,90.94036697247707,64.44954128440367,65.4791432260112,71.46956501355952,53.64483440078473,49.69756505683458,46.88054281345566,43.98891437308869,0.0687241735537191,rotation
Luismi,Málaga,Málaga,LDMF,33.0,500000,2026-06-30,21,Spain,Spain,droite,179,73,non,,,,,,0.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liga_seg,malaga,30.64935064935065,77.04545454545455,66.5909090909091,70.0,Bloc bas,Pressing intensif,Possession,Contre-attaque,,,0.0,8.816146694214876,,,,,,,,,,,,14.360587002096437,96.0167714884696,,,,,,,,,,,,,,,,,,,,,,,,,-0.11838533057851244,faible_echantillon
Álvaro Martín,FC Andorra,FC Andorra,"RCMF, AMF",25.0,500000,2026-06-30,954,Spain,Spain,gauche,175,69,non,6.51,5.94,61.9,1.23,0.0,0.93,0.19,4.63,1.32,0.05,1.79,21.05,2.83,53.33,8.68,1.13,0.09,2.17,41.51,83.41,9.06,65.63,3.02,40.63,0.13,0.0,0.19,0.47,5.94,77.78,1.98,47.62,0.75,5.38,70.18,Liga_seg,fc andorra,53.062200956937794,65.79545454545455,93.63636363636364,46.36363636363636,Bloc médian,Pressing modéré,Possession,Mixte,5.990482833161157,5.465970511363637,0.8557832618801654,4.2605123682851245,0.17483744059917355,35.38435900826446,71.1011656198347,4.586072066115703,7.723013553719008,5.063432727272728,1.1537580165289256,0.09189223140495868,2.8895001652892565,22.018348623853214,38.07339449541284,84.27672955974843,38.78406708595388,44.26605504587156,36.46788990825688,4.81651376146789,35.55045871559633,11.926605504587156,44.72477064220183,63.76146788990825,56.88073394495413,96.3302752293578,47.706422018348626,91.85779816513761,31.76605504587156,89.90825688073394,80.61926605504587,85.77981651376146,80.27522935779817,60.206422018348626,3.211009174311927,38.461859649375874,38.152433380455065,41.919974460847754,50.63091734876399,65.95164373088684,61.04658147662736,-0.1136865960743801,echantillon_moyen
Damián Rodríguez,Racing Santander,Racing Santander,"RDMF, RCMF",23.0,500000,2028-06-30,674,Spain,Spain,gauche,180,75,oui,5.61,4.81,52.78,1.2,22.22,0.0,0.13,4.18,1.34,0.02,0.8,16.67,0.13,0.0,2.4,0.8,0.0,0.93,59.29,89.41,20.16,82.78,2.4,38.89,0.1,0.13,0.13,0.13,7.74,89.66,0.93,57.14,0.27,7.61,66.67,Liga_seg,racing santander,22.611218568665375,35.0,77.04545454545453,88.18181818181819,Bloc bas,Pressing modéré,Possession,Contre-attaque,6.039165000000001,5.1779649999999995,0.0,4.49977,0.139945,52.270933750000005,78.8251675929752,6.709087634297521,17.773351735537194,6.823697541322315,0.686704132231405,0.0,0.11158942148760331,22.706422018348622,30.045871559633024,14.360587002096437,45.911949685534594,38.30275229357798,90.59633027522935,28.899082568807337,78.6697247706422,93.57798165137615,75.68807339449542,37.38532110091743,21.444954128440365,6.651376146788992,21.674311926605505,85.3211009174312,89.90825688073394,45.52752293577982,36.69724770642202,48.73853211009174,67.77522935779817,20.98623853211009,11.46788990825688,37.18473820995134,28.403950411593872,60.600613131987544,46.795032847828416,57.331613149847094,53.82317605941459,-0.05342355371900823,echantillon_moyen
Diego Villares,Deportivo La Coruña,Deportivo La Coruña,"RCMF, LCMF, RDMF",29.0,500000,2027-06-30,2063,Spain,Spain,droite,179,65,non,8.64,6.19,66.2,2.84,41.54,0.44,0.39,5.29,1.09,0.07,0.61,42.86,0.87,60.0,2.79,0.61,0.09,0.65,32.85,86.59,11.21,73.54,1.79,60.98,0.01,0.04,0.0,0.13,4.76,84.4,0.65,53.33,0.0,4.84,73.87,Liga_seg,deportivo la coruna,19.324009324009324,22.045454545454543,68.18181818181819,86.36363636363637,Bloc bas,Bloc passif,Possession,Contre-attaque,9.68405652892562,6.937998832644628,0.49316954545454544,5.9292429442148755,0.4371275516528926,29.917933884297522,78.86130578512397,4.408,10.209438016528926,4.335140495867768,0.5253057851239669,0.07750413223140495,0.7492066115702479,88.07339449541286,72.70642201834863,66.87631027253668,76.10062893081762,81.88073394495413,14.678899082568808,29.81651376146789,31.65137614678899,34.174311926605505,32.798165137614674,25.688073394495415,53.21100917431193,39.22018348623853,60.09174311926605,28.09633027522936,66.62844036697247,45.52752293577982,20.98623853211009,9.747706422018348,22.477064220183486,82.11009174311926,44.95412844036697,66.70854129402035,71.6781718212067,40.22415620509354,46.84445296207457,29.692851681957187,34.95276321537789,0.01579183884297521,titulaire
